ID;S1;C1;S2;C2;S3;C3;S4;C4;S5;C5;Label
1714;1;5;2;11;1;9;1;8;3;11;1
1715;4;1;3;2;2;11;2;6;2;3;0
1716;2;13;2;10;2;8;4;9;1;11;0
1717;3;13;2;10;4;5;4;2;2;4;0
1718;2;10;1;3;4;5;3;8;1;4;0
1719;2;13;4;7;2;5;3;2;1;5;1
1720;1;3;4;5;1;7;1;6;4;3;1
1721;4;1;1;5;3;8;3;7;2;6;0
1722;2;6;3;6;2;10;1;13;3;12;1
1723;2;8;1;13;2;3;3;12;4;12;1
1724;2;12;2;6;2;3;3;6;4;5;1
1725;2;6;1;12;2;9;2;4;2;8;0
1726;4;11;4;1;3;10;3;8;3;12;0
1727;2;7;2;9;1;1;1;13;3;3;0
1728;2;7;4;6;1;4;1;8;1;12;0
1729;3;5;2;3;1;10;3;8;4;6;0
1730;4;4;1;3;4;2;1;1;3;4;1
1731;1;13;3;7;2;1;4;11;1;11;1
1732;2;1;1;3;4;11;1;7;2;11;1
1733;3;4;3;13;1;11;2;9;4;1;0
1734;4;2;3;3;1;13;3;8;3;7;0
1735;4;5;2;8;4;4;2;5;1;7;1
1736;1;8;1;13;3;3;1;7;4;5;0
1737;2;7;1;6;3;9;3;4;3;5;0
1738;4;2;2;13;2;7;3;2;2;5;1
1739;4;1;2;5;2;6;3;13;4;5;1
1740;2;11;2;6;4;3;4;6;2;10;1
1741;2;13;1;4;4;5;4;7;4;8;0
1742;2;8;4;4;2;2;2;3;2;12;0
1743;3;5;3;13;1;8;1;10;1;12;0
1744;3;8;3;3;1;12;1;2;3;6;0
1745;2;11;2;12;1;12;1;10;4;8;1
1746;2;8;3;11;2;2;4;2;4;3;1
1747;1;9;4;3;1;8;2;5;3;5;1
1748;3;1;1;10;2;9;3;7;1;9;1
1749;4;13;1;7;1;1;4;8;3;1;1
1750;2;13;1;7;3;4;3;2;3;12;0
1751;4;6;4;7;1;2;4;9;4;1;0
1752;2;13;1;8;1;9;3;7;4;7;1
1753;2;10;3;7;1;6;4;1;2;9;0
1754;1;12;4;2;2;10;3;10;3;12;2
1755;3;9;3;4;1;12;1;1;2;7;0
1756;4;6;1;9;1;6;2;8;3;4;1
1757;4;1;2;10;2;6;2;9;1;1;1
1758;3;13;3;1;2;1;1;2;2;10;1
1759;3;6;2;1;2;6;3;7;1;3;1
1760;2;13;1;9;3;4;2;10;4;7;0
1761;4;6;1;7;4;10;4;7;4;12;1
1762;2;11;4;3;1;11;2;7;3;4;1
1763;3;12;3;7;3;6;3;11;1;10;0
1764;3;3;3;7;2;11;1;11;2;4;1
1765;3;4;3;1;1;3;3;13;1;1;1
1766;2;9;1;8;4;2;1;12;4;11;0
1767;4;6;1;13;4;1;4;3;1;7;0
1768;1;12;1;11;3;11;4;4;4;5;1
1769;4;11;3;10;3;12;2;8;2;13;0
1770;3;4;2;1;4;1;3;8;4;10;1
1771;2;13;1;4;3;13;3;8;3;1;1
1772;3;9;2;12;1;9;2;4;1;4;2
1773;2;12;4;13;3;4;1;6;4;11;0
1774;2;5;4;2;2;4;4;13;4;8;0
1775;1;8;3;9;1;9;4;8;3;10;2
1776;1;11;4;4;1;3;4;1;3;9;0
1777;2;11;2;10;4;1;3;4;3;5;0
1778;4;9;4;10;3;6;2;4;2;7;0
1779;2;2;2;13;4;7;1;6;2;10;0
1780;1;11;3;1;3;12;1;7;3;5;0
1781;2;6;1;10;4;7;4;6;4;5;1
1782;4;3;3;11;4;8;4;13;1;5;0
1783;1;11;1;6;4;5;3;10;1;9;0
1784;3;2;1;10;2;7;2;12;2;4;0
1785;3;10;4;12;3;1;4;2;2;5;0
1786;3;12;3;2;2;8;1;2;2;3;1
1787;2;1;1;2;2;11;3;1;2;2;2
1788;3;12;2;11;3;4;3;11;1;5;1
1789;2;13;3;2;2;3;1;1;1;12;0
1790;4;2;3;9;2;4;3;8;4;9;1
1791;3;4;3;8;1;9;2;1;2;6;0
1792;2;8;4;10;1;4;2;6;3;13;0
1793;3;11;4;9;1;3;2;8;2;3;1
1794;3;9;4;11;3;10;4;4;3;12;0
1795;2;4;1;3;4;6;1;4;1;10;1
1796;2;13;3;2;1;10;1;3;1;4;0
1797;1;8;2;9;4;13;3;5;4;11;0
1798;4;13;4;2;2;6;3;6;2;7;1
1799;3;1;2;7;1;9;4;3;1;4;0
1800;1;4;1;8;3;5;4;4;2;6;1
1801;2;9;1;13;4;13;3;9;3;4;2
1802;2;6;1;4;4;5;1;9;4;6;1
1803;4;3;2;5;4;4;3;3;3;13;1
1804;2;6;4;3;2;1;3;11;2;12;0
1805;2;12;3;13;1;1;3;10;3;8;0
1806;2;13;4;2;1;1;1;6;4;7;0
1807;1;1;2;13;1;11;2;9;4;12;0
1808;3;1;1;13;4;10;3;8;2;9;0
1809;1;7;1;3;1;12;3;5;4;6;0
1810;1;4;1;11;2;3;4;6;3;10;0
1811;3;10;1;3;3;4;1;7;1;5;0
1812;1;10;4;9;1;5;2;7;4;11;0
1813;2;10;1;7;4;13;4;12;3;9;0
1814;4;12;2;1;4;3;2;12;2;2;1
1815;4;2;4;8;4;10;3;2;2;4;1
1816;3;13;2;12;2;10;4;5;4;4;0
1817;4;10;1;7;1;10;1;12;1;1;1
1818;2;11;2;1;3;1;1;11;4;12;2
1819;3;13;1;11;2;8;4;9;2;12;0
1820;4;11;4;6;1;5;3;8;2;8;1
1821;4;7;3;12;3;7;4;11;3;4;1
1822;2;12;1;7;3;2;4;13;1;10;0
1823;3;5;3;11;2;4;1;1;2;5;1
1824;3;4;4;12;3;1;2;6;2;10;0
1825;2;7;4;13;3;12;4;1;1;11;0
1826;3;6;2;11;3;7;2;5;2;4;0
1827;3;12;4;6;1;6;3;4;3;10;1
1828;2;13;4;1;2;5;1;8;1;12;0
1829;3;9;3;5;3;3;3;10;4;7;0
1830;1;4;1;6;3;5;3;7;1;7;1
1831;2;13;1;1;3;12;2;7;4;6;0
1832;2;2;1;13;3;4;2;1;2;6;0
1833;1;12;3;10;4;5;2;5;4;7;1
1834;4;12;3;9;3;2;2;9;1;5;1
1835;4;6;4;3;4;4;1;2;2;1;0
1836;3;11;4;9;2;10;1;13;1;9;1
1837;1;7;4;2;4;13;2;4;1;5;0
1838;4;2;2;7;1;3;4;5;4;11;0
1839;2;9;3;9;1;6;2;13;1;7;1
1840;3;10;4;8;4;13;3;3;2;5;0
1841;2;4;1;5;2;12;4;10;4;5;1
1842;3;7;2;3;4;10;2;6;4;2;0
1843;2;4;1;4;4;2;1;5;3;4;3
1844;3;9;4;11;1;13;2;11;1;3;1
1845;2;4;4;10;4;3;2;2;1;8;0
1846;3;1;2;12;2;7;4;10;3;7;1
1847;3;11;2;1;3;3;1;5;4;9;0
1848;4;7;1;5;2;12;3;13;3;6;0
1849;3;6;4;13;3;4;3;3;4;3;1
1850;2;11;1;5;2;12;1;10;2;1;0
1851;4;11;4;5;1;6;3;3;3;2;0
1852;1;5;1;3;4;11;3;7;3;8;0
1853;3;13;4;1;3;6;4;3;4;5;0
1854;1;12;1;2;3;5;4;13;3;3;0
1855;4;5;1;11;3;8;2;13;1;8;1
1856;3;11;3;3;1;13;4;5;2;3;1
1857;1;13;3;7;3;1;4;3;3;9;0
1858;4;2;1;3;1;4;1;2;2;10;1
1859;1;2;1;12;1;11;2;1;2;3;0
1860;3;6;2;7;1;5;2;4;3;8;4
1861;4;13;4;1;1;6;2;2;4;10;0
1862;1;6;4;9;1;3;2;6;3;11;1
1863;2;1;4;12;1;8;3;8;3;4;1
1864;3;12;2;9;2;10;1;1;2;5;0
1865;4;5;4;7;4;12;3;3;1;5;1
1866;3;9;3;7;3;2;4;12;3;8;0
1867;1;8;2;4;3;6;4;12;2;11;0
1868;3;5;3;1;4;12;2;11;4;9;0
1869;3;1;4;13;1;9;2;6;2;10;0
1870;1;1;2;8;2;3;4;9;2;1;1
1871;2;9;2;3;4;1;3;13;2;12;0
1872;4;8;2;4;3;11;2;1;3;5;0
1873;4;7;2;1;3;6;2;13;1;13;1
1874;4;3;4;10;1;1;4;8;3;10;1
1875;2;3;2;2;3;1;1;8;3;8;1
1876;3;3;1;7;4;3;4;9;3;10;1
1877;3;7;4;11;3;1;2;8;3;5;0
1878;4;4;2;5;4;9;4;3;4;8;0
1879;4;4;4;8;4;11;3;12;3;4;1
1880;4;3;3;5;4;10;4;12;3;6;0
1881;1;12;2;8;3;6;4;1;3;10;0
1882;1;9;4;12;3;12;4;4;2;11;1
1883;4;12;4;6;1;8;1;3;4;4;0
1884;2;2;3;11;2;6;1;12;1;3;0
1885;3;1;3;9;2;2;3;13;2;13;1
1886;2;3;4;4;2;9;1;8;4;6;0
1887;1;13;3;8;1;2;2;7;2;8;1
1888;3;3;3;4;4;9;4;3;2;1;1
1889;3;8;4;10;1;7;2;6;1;3;0
1890;1;4;2;1;3;13;4;11;4;9;0
1891;3;1;2;10;2;7;2;2;4;10;1
1892;3;5;2;10;2;12;3;11;1;12;1
1893;3;1;4;13;3;10;2;8;2;13;1
1894;2;12;2;6;3;8;3;6;1;9;1
1895;1;4;4;2;2;1;3;2;3;11;1
1896;2;5;4;13;2;7;4;1;3;9;0
1897;3;13;3;4;2;4;4;4;2;9;3
1898;1;3;2;3;1;4;1;12;2;6;1
1899;2;11;4;3;2;5;3;11;3;5;2
1900;3;1;2;3;4;12;1;9;3;5;0
1901;2;5;3;8;4;10;4;5;4;2;1
1902;4;8;4;5;3;10;3;3;1;13;0
1903;4;5;1;13;1;3;3;13;3;7;1
1904;3;3;3;10;1;3;1;12;4;9;1
1905;3;10;1;11;1;7;2;4;2;6;0
1906;1;12;2;11;3;5;3;9;2;10;0
1907;1;6;3;5;2;4;4;8;4;6;1
1908;2;8;1;2;1;11;2;13;4;12;0
1909;3;2;4;8;1;6;3;10;2;3;0
1910;2;1;1;10;4;1;1;11;2;8;1
1911;4;2;1;4;2;8;4;12;3;2;1
1912;3;4;1;6;3;12;1;3;2;10;0
1913;2;1;1;1;2;5;3;6;1;6;2
1914;2;10;3;6;2;7;1;9;4;10;1
1915;1;13;2;5;3;4;2;10;3;3;0
1916;2;9;3;1;2;7;2;12;1;6;0
1917;1;6;4;10;2;8;3;7;2;5;0
1918;4;6;1;12;1;7;2;13;1;13;1
1919;3;1;1;6;2;8;1;3;3;11;0
1920;1;5;2;6;3;11;1;11;4;13;1
1921;1;1;1;3;3;8;3;5;2;8;1
1922;4;4;2;3;1;1;1;12;4;1;1
1923;4;1;1;1;3;2;3;7;3;13;1
1924;4;3;1;4;2;11;3;6;1;8;0
1925;1;9;3;10;1;10;4;1;4;7;1
1926;2;11;4;8;2;3;3;9;4;11;1
1927;4;11;3;1;4;3;4;4;4;9;0
1928;1;13;4;4;1;1;4;12;1;11;0
1929;2;13;2;10;1;9;3;1;3;8;0
1930;1;11;3;13;4;13;3;6;4;4;1
1931;4;2;2;10;4;12;4;13;3;9;0
1932;3;8;1;1;2;13;2;8;1;8;3
1933;3;13;2;9;2;12;2;11;2;13;1
1934;1;4;1;9;2;13;3;9;4;5;1
1935;2;2;4;7;4;9;4;8;3;2;1
1936;1;11;3;4;2;4;3;10;4;2;1
1937;3;7;2;8;3;10;2;11;4;1;0
1938;4;9;1;2;2;3;3;10;4;3;1
1939;2;12;1;2;2;3;2;2;3;7;1
1940;2;9;2;3;4;8;1;6;1;2;0
1941;3;12;4;13;2;4;1;4;3;5;1
1942;1;2;3;1;3;2;3;6;3;5;1
1943;4;13;4;2;1;12;1;2;1;1;1
1944;2;7;2;3;1;8;2;6;2;1;0
1945;2;1;2;13;1;6;1;11;1;3;0
1946;3;1;3;2;1;10;2;1;4;6;1
1947;2;8;2;10;4;10;1;6;2;13;1
1948;4;12;1;13;1;4;2;13;2;9;1
1949;4;12;2;11;3;3;4;11;1;3;2
1950;4;12;2;2;4;10;3;2;1;12;2
1951;1;8;2;8;3;11;4;13;1;9;1
1952;2;10;4;4;1;4;3;9;3;11;1
1953;3;12;4;7;2;7;3;11;1;8;1
1954;4;1;2;5;4;11;1;1;3;12;1
1955;3;9;3;3;4;12;2;5;2;7;0
1956;2;3;2;6;4;8;3;13;3;7;0
1957;2;9;3;13;1;11;3;3;2;8;0
1958;1;13;1;9;2;2;2;7;4;4;0
1959;3;13;1;4;3;10;2;6;2;1;0
1960;3;13;2;4;2;6;4;5;3;1;0
1961;3;6;1;5;1;3;2;3;4;9;1
1962;3;3;4;8;4;11;4;1;4;3;1
1963;2;11;3;2;4;5;4;12;3;6;0
1964;4;5;2;8;3;1;3;3;4;2;0
1965;2;12;2;10;4;1;3;2;3;8;0
1966;1;4;4;11;4;6;2;10;2;1;0
1967;1;7;2;4;2;5;3;9;2;8;0
1968;3;1;1;9;2;1;3;10;2;2;1
1969;3;10;2;2;1;12;2;7;4;4;0
1970;2;3;3;8;3;3;1;10;3;1;1
1971;2;8;4;4;1;6;3;10;4;13;0
1972;2;13;3;5;1;10;1;8;1;13;1
1973;2;11;4;1;3;13;1;10;4;8;0
1974;2;2;1;10;4;8;1;4;3;5;0
1975;3;10;3;11;4;2;1;7;3;9;0
1976;3;5;2;4;4;10;4;11;1;2;0
1977;4;5;2;4;3;10;4;3;1;5;1
1978;1;3;4;13;3;2;1;6;2;3;1
1979;2;9;3;2;2;10;4;12;2;7;0
1980;1;6;3;9;2;6;4;5;3;11;1
1981;1;5;3;3;1;6;4;11;2;10;0
1982;3;8;1;13;2;1;2;11;4;11;1
1983;2;10;4;6;4;8;2;12;1;7;0
1984;4;6;2;8;1;1;3;7;2;6;1
1985;2;1;2;5;4;13;1;9;2;10;0
1986;4;13;1;9;1;12;2;13;3;3;1
1987;2;7;4;7;3;6;1;3;2;9;1
1988;4;1;2;11;3;2;1;3;1;6;0
1989;1;13;2;9;2;1;4;1;3;1;3
1990;4;9;1;11;3;12;4;12;4;11;2
1991;1;1;4;6;3;11;3;13;4;11;1
1992;1;13;2;13;4;3;2;6;4;4;1
1993;3;11;4;11;3;13;4;13;1;7;2
1994;4;11;2;7;1;7;2;2;4;7;3
1995;1;4;2;13;4;4;1;12;4;8;1
1996;3;4;2;1;4;9;1;11;4;6;0
1997;4;2;1;10;3;2;1;3;3;5;1
1998;2;5;1;8;2;10;4;3;2;1;0
1999;3;3;2;3;1;13;1;8;3;6;1
2000;2;5;1;10;4;13;1;5;1;8;1
2001;4;2;1;11;1;2;2;12;2;5;1
2002;1;12;1;3;2;7;2;9;1;13;0
2003;1;10;2;5;4;7;4;6;4;9;0
2004;1;8;3;2;2;4;1;12;1;3;0
2005;2;11;1;10;3;9;2;5;3;4;0
2006;1;3;2;6;4;2;2;1;4;1;1
2007;4;4;1;5;2;10;2;8;2;13;0
2008;3;11;4;9;1;9;4;2;2;1;1
2009;3;3;4;13;4;11;4;3;2;1;1
2010;1;5;1;6;2;13;4;4;2;1;0
2011;3;3;1;10;3;11;2;1;4;4;0
2012;3;8;3;5;4;13;1;13;4;7;1
2013;4;11;4;6;1;10;2;6;1;11;2
2014;4;2;3;10;3;4;4;3;3;9;0
2015;2;9;3;8;1;1;4;1;1;11;1
2016;4;2;1;6;4;7;2;4;3;2;1
2017;1;7;1;12;2;7;3;2;3;12;2
2018;1;5;2;12;1;10;4;7;3;13;0
2019;2;5;4;8;4;6;3;11;1;5;1
2020;3;4;3;6;1;5;4;1;1;7;0
2021;1;10;2;8;3;1;4;13;3;3;0
2022;2;11;2;1;1;12;2;12;1;4;1
2023;1;8;4;13;4;2;3;4;3;3;0
2024;2;5;3;13;1;8;2;7;4;11;0
2025;2;8;2;10;2;6;3;9;3;7;4
2026;3;11;3;12;2;9;3;8;2;10;4
2027;3;2;4;10;2;5;3;9;4;7;0
2028;4;12;2;9;2;11;2;5;4;6;0
2029;2;10;3;5;2;6;3;10;3;4;1
2030;1;12;4;13;3;9;1;4;4;8;0
2031;2;13;1;13;4;1;3;7;4;10;1
2032;3;10;4;6;1;4;2;13;4;5;0
2033;4;11;2;7;3;8;2;6;3;6;1
2034;4;9;3;13;2;6;2;12;3;1;0
2035;2;9;1;3;2;3;1;4;1;6;1
2036;3;2;4;6;2;6;1;7;1;9;1
2037;1;2;3;9;1;9;2;11;1;4;1
2038;2;2;2;7;1;11;2;4;4;13;0
2039;1;9;4;7;3;6;4;4;3;3;0
2040;2;9;2;2;2;10;3;4;1;8;0
2041;1;4;4;3;1;12;4;4;1;11;1
2042;1;7;3;9;3;12;2;11;3;10;0
2043;2;3;1;5;4;10;3;8;4;8;1
2044;1;3;4;7;4;2;4;4;1;4;1
2045;3;9;3;3;4;1;3;11;1;11;1
2046;1;9;2;12;3;10;3;12;2;4;1
2047;4;9;2;11;1;6;4;7;2;1;0
2048;4;3;2;7;2;5;3;13;2;12;0
2049;4;4;1;9;3;6;2;9;1;8;1
2050;4;11;3;5;4;2;2;8;4;8;1
2051;1;13;3;11;3;10;4;1;3;1;1
2052;3;11;4;12;1;7;2;5;2;11;1
2053;2;2;4;1;4;9;3;2;1;1;2
2054;4;2;4;7;2;4;1;8;1;9;0
2055;2;3;2;1;4;6;2;5;4;10;0
2056;4;3;1;6;3;9;2;8;3;1;0
2057;2;5;4;4;2;1;2;4;1;9;1
2058;2;11;1;6;2;8;3;6;4;7;1
2059;4;12;3;8;2;8;3;10;4;2;1
2060;4;6;3;11;4;4;1;8;2;9;0
2061;4;1;4;8;3;1;3;10;1;1;3
2062;4;12;4;9;2;10;1;12;3;12;3
2063;3;9;1;12;4;8;1;7;2;10;0
2064;3;12;4;11;2;10;2;3;2;9;0
2065;1;13;4;11;4;7;4;9;3;3;0
2066;1;1;1;6;4;11;3;12;4;5;0
2067;4;10;3;10;3;4;4;3;4;9;1
2068;3;1;2;3;2;10;1;3;2;6;1
2069;4;13;4;12;1;7;1;5;4;2;0
2070;4;5;4;12;2;6;4;4;2;11;0
2071;2;3;3;10;3;13;2;7;2;10;1
2072;3;2;1;12;3;4;3;9;3;7;0
2073;1;3;1;1;4;9;2;11;4;12;0
2074;1;2;2;4;3;7;1;13;2;7;1
2075;2;13;1;3;4;6;1;10;4;1;0
2076;2;11;2;6;2;4;4;9;2;9;1
2077;4;1;1;7;2;13;1;5;2;5;1
2078;3;1;3;12;2;4;4;8;1;1;1
2079;3;5;3;12;1;12;4;11;2;12;3
2080;3;7;2;3;3;10;3;11;1;4;0
2081;4;8;4;3;2;1;4;2;2;7;0
2082;4;13;4;3;3;12;2;7;2;9;0
2083;1;6;3;5;3;4;4;9;3;3;0
2084;4;5;4;7;1;7;3;6;4;11;1
2085;1;7;4;13;2;4;2;5;2;8;0
2086;3;10;4;7;4;5;1;2;3;7;1
2087;2;9;1;6;4;6;2;4;1;10;1
2088;2;13;1;8;4;12;4;4;3;8;1
2089;1;12;2;5;1;8;2;7;2;2;0
2090;2;1;3;4;1;11;3;11;2;10;1
2091;4;6;3;3;2;11;1;3;3;1;1
2092;3;8;1;3;3;6;1;6;2;7;1
2093;3;6;4;7;1;8;1;6;1;12;1
2094;3;13;4;2;3;9;3;10;3;5;0
2095;3;6;4;11;3;12;3;8;2;7;0
2096;4;1;4;2;2;13;3;10;3;6;0
2097;3;11;4;13;4;4;1;4;3;3;1
2098;3;5;1;6;1;4;2;11;3;6;1
2099;4;8;1;5;2;13;1;8;4;1;1
2100;3;5;3;8;2;8;2;7;3;6;1
2101;3;10;2;4;2;1;3;4;2;6;1
2102;2;12;1;5;3;8;1;8;4;7;1
2103;3;2;4;1;2;2;4;7;4;4;1
2104;1;2;1;4;4;11;2;8;1;8;1
2105;1;10;4;2;4;6;3;6;2;1;1
2106;1;5;2;12;1;13;2;4;1;1;0
2107;1;10;1;5;4;1;2;7;1;12;0
2108;3;7;4;12;1;9;1;6;2;5;0
2109;2;6;3;1;4;8;2;4;2;9;0
2110;2;9;4;5;3;6;3;3;2;6;1
2111;4;4;2;10;3;1;4;7;2;2;0
2112;1;10;2;10;2;5;3;11;4;9;1
2113;4;10;3;8;1;3;3;9;3;3;1
2114;4;9;1;4;2;7;1;7;3;7;3
2115;1;11;4;9;3;2;2;10;4;7;0
2116;2;3;3;3;2;13;3;10;3;9;1
2117;4;5;1;2;2;1;4;9;1;9;1
2118;4;8;2;6;3;9;3;3;2;7;0
2119;1;12;3;7;4;2;4;8;3;9;0
2120;3;1;4;8;1;6;4;2;1;13;0
2121;3;13;1;3;4;8;1;7;3;12;0
2122;3;8;4;8;3;12;3;10;2;1;1
2123;4;8;3;11;3;3;4;11;3;13;1
2124;2;13;2;6;2;3;4;11;3;7;0
2125;2;4;3;9;1;5;3;1;3;5;1
2126;3;6;3;2;2;11;2;9;4;10;0
2127;3;6;4;3;2;8;1;5;2;11;0
2128;2;3;1;7;4;12;3;6;4;5;0
2129;2;9;2;12;4;8;4;7;3;3;0
2130;1;6;3;11;2;7;4;11;4;12;1
2131;3;12;1;11;2;4;2;11;3;5;1
2132;4;7;3;8;1;9;4;8;1;2;1
2133;1;1;2;4;1;3;4;1;1;11;1
2134;4;6;4;13;2;11;4;4;1;10;0
2135;4;12;1;3;4;1;1;1;4;2;1
2136;1;3;3;5;2;6;3;13;4;5;1
2137;1;12;1;7;1;9;2;7;2;2;1
2138;4;11;2;3;1;12;4;6;2;2;0
2139;4;1;2;5;2;7;1;3;4;5;1
2140;1;1;3;8;4;2;2;4;2;7;0
2141;1;6;4;13;1;12;4;7;2;7;1
2142;2;9;3;2;3;9;2;11;2;12;1
2143;4;2;2;5;1;4;2;12;2;13;0
2144;3;1;4;4;2;5;1;7;1;10;0
2145;3;3;1;7;4;12;1;11;2;9;0
2146;4;9;1;6;3;6;4;8;3;11;1
2147;1;5;2;3;1;7;4;10;4;5;1
2148;1;4;2;5;3;2;4;4;4;5;2
2149;1;3;1;9;1;4;3;3;4;8;1
2150;1;2;3;13;4;8;3;12;3;5;0
2151;1;12;3;1;3;8;1;11;1;6;0
2152;1;4;4;13;2;13;1;11;4;1;1
2153;3;9;4;13;3;12;1;13;1;6;1
2154;2;12;3;10;2;11;2;3;3;4;0
2155;1;6;2;6;2;1;4;12;1;2;1
2156;1;8;3;4;2;5;4;1;2;3;0
2157;4;4;3;12;1;1;1;9;3;2;0
2158;3;3;3;5;1;3;4;13;2;5;2
2159;3;12;4;2;1;5;1;13;2;11;0
2160;4;9;2;8;1;3;4;2;1;5;0
2161;3;2;1;10;3;12;3;9;4;13;0
2162;2;9;3;2;1;8;3;6;1;13;0
2163;1;5;1;13;4;6;3;3;1;11;0
2164;1;11;1;12;2;12;3;3;4;10;1
2165;2;6;4;10;3;5;1;11;4;7;0
2166;3;4;1;10;3;5;2;3;4;10;1
2167;3;2;1;5;3;13;2;12;3;8;0
2168;4;8;1;10;4;7;3;2;3;6;0
2169;4;9;1;4;1;7;4;2;3;8;0
2170;4;1;4;4;4;10;1;8;3;9;0
2171;4;7;1;7;1;4;3;4;1;2;2
2172;3;11;2;4;2;12;3;13;1;11;1
2173;1;9;2;6;3;2;4;5;1;7;0
2174;4;10;4;1;4;2;4;5;3;8;0
2175;2;10;4;2;1;5;3;1;1;1;1
2176;4;4;1;6;1;3;1;8;3;13;0
2177;2;9;3;1;2;5;4;1;1;6;1
2178;3;2;2;12;1;5;1;10;4;8;0
2179;3;7;2;10;2;6;2;7;3;13;1
2180;4;2;3;2;2;8;3;10;3;13;1
2181;4;12;1;3;4;4;1;5;1;9;0
2182;3;7;3;10;4;1;1;5;1;1;1
2183;3;10;1;10;3;1;2;8;2;12;1
2184;3;1;3;3;1;1;3;13;2;6;1
2185;4;1;1;4;1;11;3;3;2;5;0
2186;1;3;2;3;3;6;2;4;1;10;1
2187;4;2;4;6;3;5;1;4;3;7;0
2188;1;2;3;9;4;13;4;4;3;10;0
2189;3;4;1;5;2;5;4;13;3;3;1
2190;2;9;3;2;4;4;2;5;1;2;1
2191;4;3;3;6;4;9;3;13;2;12;0
2192;2;10;2;12;2;2;4;1;1;3;0
2193;1;12;4;11;1;13;4;3;4;5;0
2194;4;2;4;13;2;5;3;12;2;11;0
2195;4;13;2;8;2;11;3;8;1;11;2
2196;1;3;1;9;4;9;3;4;3;12;1
2197;3;11;3;5;1;1;1;10;1;3;0
2198;1;4;3;1;4;1;2;2;4;10;1
2199;4;6;1;7;3;11;4;4;4;13;0
2200;1;2;4;2;1;7;2;8;4;10;1
2201;1;3;2;11;2;10;2;4;4;1;0
2202;4;12;3;12;2;5;2;11;3;11;2
2203;2;10;4;10;3;10;3;4;4;12;3
2204;2;12;1;1;3;4;4;5;3;11;0
2205;2;1;3;11;3;7;4;9;3;10;0
2206;2;3;4;4;3;1;3;3;4;8;1
2207;3;3;4;3;3;13;3;5;1;9;1
2208;2;12;2;13;2;1;3;5;1;7;0
2209;1;8;1;2;4;1;4;4;2;11;0
2210;4;2;3;2;1;6;2;2;1;7;3
2211;4;9;1;11;4;11;1;13;2;10;1
2212;3;11;3;5;2;1;1;10;4;12;0
2213;2;3;4;7;3;1;1;5;3;3;1
2214;1;5;1;7;3;9;3;12;3;6;0
2215;3;9;3;13;2;10;2;9;4;12;1
2216;2;8;1;11;4;8;4;9;4;5;1
2217;4;5;1;6;1;1;4;6;4;9;1
2218;1;5;4;6;4;9;2;9;1;4;1
2219;2;11;4;2;2;1;3;11;3;4;1
2220;1;11;3;8;2;12;4;4;1;12;1
2221;2;13;1;2;2;4;3;8;1;6;0
2222;1;1;2;1;2;6;1;8;3;2;1
2223;2;13;3;8;1;8;2;2;1;6;1
2224;4;3;3;13;3;10;4;2;1;5;0
2225;3;8;2;10;3;10;4;8;3;9;2
2226;4;9;2;4;3;5;4;5;3;8;1
2227;3;11;1;12;4;12;2;7;1;2;1
2228;2;13;2;6;1;7;3;4;4;13;1
2229;3;1;1;7;1;3;3;2;2;2;1
2230;4;2;1;3;4;11;1;6;2;11;1
2231;2;9;1;2;2;5;3;1;3;12;0
2232;1;1;4;2;1;2;3;7;4;10;1
2233;2;11;1;2;4;12;2;6;2;2;1
2234;3;2;3;6;1;8;1;3;3;10;0
2235;3;8;2;5;3;5;1;10;3;4;1
2236;3;11;3;13;1;8;2;5;4;7;0
2237;3;6;3;5;1;9;3;4;1;3;0
2238;3;13;1;10;2;11;4;7;2;3;0
2239;3;7;1;1;2;3;2;7;3;5;1
2240;1;1;3;6;1;9;1;10;3;4;0
2241;3;1;4;4;1;4;1;2;3;12;1
2242;1;1;2;6;3;7;3;11;2;8;0
2243;2;7;3;10;4;12;2;3;4;2;0
2244;4;3;4;8;1;8;3;3;1;10;2
2245;2;2;1;7;4;1;4;4;3;10;0
2246;4;2;2;1;1;8;1;7;4;9;0
2247;1;3;4;5;3;5;2;1;1;8;1
2248;2;7;1;11;4;4;4;11;3;13;1
2249;3;12;4;6;2;2;1;13;4;9;0
2250;3;9;2;3;4;9;2;13;1;3;2
2251;1;2;4;4;2;6;3;7;3;12;0
2252;2;10;3;5;4;9;3;3;2;11;0
2253;1;7;2;4;4;10;2;2;3;12;0
2254;1;1;4;10;2;5;2;10;3;12;1
2255;1;12;4;6;1;1;2;5;4;12;1
2256;1;5;1;12;3;9;4;13;2;2;0
2257;1;3;1;13;3;5;3;10;3;1;0
2258;4;7;3;1;1;8;2;6;3;10;0
2259;4;1;2;3;4;6;4;2;3;12;0
2260;2;5;4;3;3;4;2;4;2;13;1
2261;4;2;4;1;2;3;3;12;1;11;0
2262;4;11;1;9;2;6;3;6;1;8;1
2263;2;11;2;6;1;11;4;5;4;11;3
2264;3;9;1;7;4;9;2;9;2;10;3
2265;4;13;3;1;4;12;3;6;3;4;0
2266;3;11;3;13;3;4;2;2;4;3;0
2267;1;2;1;10;3;13;4;10;3;5;1
2268;2;12;3;5;2;6;2;3;4;5;1
2269;4;12;4;13;2;13;4;6;1;12;2
2270;2;8;3;13;2;9;3;10;3;5;0
2271;4;13;4;3;4;11;1;11;1;4;1
