ID;S1;C1;S2;C2;S3;C3;S4;C4;S5;C5;Label
20015;4;5;1;9;3;11;4;8;1;12;0
20016;3;1;3;11;3;4;2;10;4;3;0
20017;4;9;2;3;4;3;3;11;3;10;1
20018;3;7;3;3;3;9;3;11;1;5;0
20019;3;8;2;1;2;8;1;5;4;12;1
20020;1;3;1;12;3;7;4;4;1;13;0
20021;4;10;3;2;2;2;2;9;2;5;1
20022;4;10;2;11;2;6;4;3;3;1;0
20023;1;11;3;6;4;5;4;11;1;13;1
20024;2;8;3;13;2;2;2;6;1;9;0
20025;2;2;3;13;3;5;2;7;2;13;1
20026;3;10;4;7;1;2;3;6;4;4;0
20027;2;13;2;2;1;11;1;5;2;11;1
20028;4;6;2;6;4;4;4;12;3;9;1
20029;2;6;2;11;1;3;4;12;2;4;0
20030;1;1;1;8;3;6;2;8;2;12;1
20031;2;13;1;10;1;1;1;8;4;2;0
20032;1;13;4;4;1;2;1;12;3;13;1
20033;3;11;1;13;4;7;2;5;2;3;0
20034;3;8;1;4;2;11;1;8;4;5;1
20035;2;6;1;4;4;9;4;10;2;11;0
20036;4;9;3;10;4;2;4;4;2;12;0
20037;2;2;2;11;2;3;4;11;2;9;1
20038;4;8;3;5;4;12;2;7;2;5;1
20039;2;13;4;12;2;11;1;4;3;6;0
20040;3;6;4;6;3;8;1;4;3;12;1
20041;2;7;4;9;4;4;1;5;4;8;0
20042;4;9;4;11;4;8;3;7;2;4;0
20043;2;6;2;8;1;2;4;4;1;13;0
20044;1;10;2;12;2;11;1;5;3;9;0
20045;1;6;1;13;2;7;4;11;2;8;0
20046;2;1;1;2;2;6;2;7;4;4;0
20047;3;4;3;11;1;12;4;8;1;11;1
20048;2;8;3;12;3;3;2;2;1;2;1
20049;2;7;3;4;2;6;2;13;1;3;0
20050;2;11;4;13;1;11;2;13;4;10;2
20051;4;12;2;9;4;1;2;8;3;5;0
20052;3;2;1;12;3;6;1;8;4;4;0
20053;1;11;1;8;3;13;4;10;2;4;0
20054;2;5;1;6;3;8;3;6;2;1;1
20055;2;8;4;4;2;5;1;3;1;11;0
20056;1;5;4;1;3;1;2;6;4;7;1
20057;2;1;2;7;3;6;2;13;1;5;0
20058;1;2;1;13;4;13;2;2;3;5;2
20059;3;6;2;4;3;13;4;11;4;12;0
20060;3;2;3;1;3;7;3;9;2;12;0
20061;3;13;4;4;2;1;2;7;3;2;0
20062;2;2;4;3;3;2;2;7;2;8;1
20063;2;3;3;1;4;11;2;11;4;10;1
20064;1;2;3;13;2;12;2;6;1;13;1
20065;1;7;3;2;3;11;1;13;1;10;0
20066;4;3;4;5;1;6;2;2;4;6;1
20067;3;11;3;13;1;10;1;12;1;7;0
20068;2;7;2;2;2;11;4;4;1;10;0
20069;1;6;4;5;4;11;1;1;1;9;0
20070;3;13;4;1;2;3;1;10;2;6;0
20071;2;1;3;10;4;7;3;2;2;7;1
20072;4;9;3;8;2;13;1;1;4;4;0
20073;2;4;4;10;3;13;1;4;4;12;1
20074;4;1;2;7;4;10;2;5;2;13;0
20075;3;2;2;9;1;2;4;4;3;5;1
20076;4;4;4;2;3;1;2;1;3;5;1
20077;4;10;3;6;2;7;1;12;4;12;1
20078;3;2;2;3;4;1;1;12;2;1;1
20079;2;7;2;8;4;7;3;7;4;12;3
20080;2;4;4;10;1;1;2;13;4;1;1
20081;4;7;1;13;4;8;3;8;1;8;3
20082;3;6;3;4;4;7;2;2;4;9;0
20083;3;3;1;10;2;2;3;2;2;5;1
20084;2;5;2;1;1;6;3;11;1;11;1
20085;4;4;2;10;4;8;1;1;2;13;0
20086;2;5;1;7;2;2;4;9;4;6;0
20087;1;8;1;5;2;12;1;13;3;1;0
20088;2;6;2;7;4;2;3;6;3;9;1
20089;2;12;3;13;1;10;2;8;3;1;0
20090;3;2;4;6;1;2;1;4;4;1;1
20091;2;13;3;12;2;2;3;13;4;2;2
20092;2;9;1;10;2;8;4;1;4;3;0
20093;3;4;2;8;1;10;3;11;1;3;0
20094;4;1;3;4;4;13;2;11;1;7;0
20095;2;5;1;11;3;1;3;11;2;13;1
20096;3;7;3;11;2;9;4;6;4;3;0
20097;4;12;3;8;2;2;4;2;2;7;1
20098;1;7;2;4;4;9;2;7;4;2;1
20099;4;9;3;12;3;2;1;6;3;5;0
20100;4;5;1;2;4;12;1;5;1;6;1
20101;1;10;4;5;3;12;1;3;4;11;0
20102;1;10;2;10;1;13;1;1;2;4;1
20103;2;7;3;12;1;8;4;6;2;4;0
20104;4;11;4;2;4;7;4;13;2;3;0
20105;4;4;2;6;2;10;1;3;2;7;0
20106;3;8;2;13;2;6;1;10;4;2;0
20107;3;4;1;9;1;6;2;1;4;4;1
20108;2;2;4;8;2;10;3;4;3;10;1
20109;2;6;2;10;3;11;2;7;1;2;0
20110;1;5;3;1;4;2;1;4;3;4;1
20111;2;11;4;12;4;1;3;11;3;10;1
20112;3;9;2;8;1;1;1;12;3;7;0
20113;3;12;4;3;1;13;4;4;4;2;0
20114;1;2;4;3;2;13;3;12;2;10;0
20115;1;10;2;8;3;8;3;1;1;6;1
20116;4;7;3;2;4;12;2;6;4;4;0
20117;3;11;4;9;2;12;3;12;4;6;1
20118;2;1;4;6;3;3;1;3;2;11;1
20119;1;11;2;13;1;12;3;3;1;2;0
20120;3;7;3;9;1;10;1;3;4;6;0
20121;2;1;4;13;1;12;4;6;3;6;1
20122;2;9;1;13;4;8;4;12;4;2;0
20123;1;7;4;2;1;3;1;8;1;2;1
20124;1;2;1;7;1;9;3;8;3;13;0
20125;2;13;3;3;1;4;2;6;3;11;0
20126;1;11;2;10;2;2;1;1;4;10;1
20127;1;7;1;1;4;1;3;7;2;2;2
20128;3;8;1;1;2;5;3;13;3;4;0
20129;1;1;4;1;3;8;1;12;2;10;1
20130;2;13;1;12;4;3;4;10;2;3;1
20131;2;8;1;10;4;8;1;5;3;5;2
20132;1;12;3;2;4;5;3;8;2;7;0
20133;1;8;4;4;3;9;1;10;4;5;0
20134;3;9;2;13;2;1;2;7;3;13;1
20135;2;9;3;9;4;4;3;11;2;10;1
20136;4;7;1;2;3;13;2;2;2;13;2
20137;1;10;2;12;2;1;1;2;2;4;0
20138;1;12;3;8;3;2;3;5;1;11;0
20139;3;1;3;11;1;9;3;6;3;2;0
20140;1;5;3;1;2;2;4;6;2;5;1
20141;1;12;2;7;2;4;2;9;4;6;0
20142;2;7;3;12;2;11;4;10;4;3;0
20143;3;8;1;7;1;5;1;11;4;9;0
20144;2;7;3;8;2;3;2;6;2;2;0
20145;1;3;4;11;3;4;4;9;1;9;1
20146;2;9;3;12;1;2;2;1;2;5;0
20147;4;5;2;9;4;12;1;13;3;5;1
20148;3;1;1;5;1;11;2;3;3;12;0
20149;1;9;4;8;4;7;1;13;2;6;0
20150;3;10;3;13;2;3;4;4;1;1;0
20151;4;11;1;4;3;4;2;7;4;10;1
20152;4;4;1;3;3;6;2;7;4;1;0
20153;4;10;3;1;3;10;1;10;4;9;3
20154;3;12;3;2;2;6;4;5;2;10;0
20155;3;7;2;7;3;9;3;1;3;13;1
20156;4;7;4;12;1;6;3;13;1;2;0
20157;3;3;2;4;4;5;4;9;1;9;1
20158;3;9;2;12;1;10;4;1;4;4;0
20159;4;4;3;7;4;3;2;3;1;12;1
20160;2;5;2;4;2;7;3;10;4;3;0
20161;4;5;1;9;4;9;2;5;1;10;2
20162;2;12;1;3;3;9;2;10;2;1;0
20163;3;10;3;12;3;1;2;9;3;2;0
20164;2;9;2;3;3;12;3;8;4;7;0
20165;4;13;4;11;2;11;3;1;3;3;1
20166;4;10;1;2;3;3;2;1;1;3;1
20167;3;4;1;6;2;1;1;9;4;10;0
20168;2;7;3;1;4;5;4;8;3;9;0
20169;3;8;4;3;4;4;3;3;2;5;1
20170;4;9;3;13;3;11;4;3;1;11;1
20171;3;4;3;11;2;12;2;2;4;13;0
20172;4;3;1;11;2;10;1;12;3;5;0
20173;4;2;4;9;1;2;2;2;3;6;3
20174;1;2;1;9;2;9;2;2;4;10;2
20175;2;12;3;7;4;5;1;8;1;10;0
20176;4;8;2;13;2;12;2;6;3;3;0
20177;4;11;3;11;1;3;3;3;4;3;6
20178;2;2;1;8;2;9;2;3;3;8;1
20179;3;6;1;9;4;4;2;9;1;1;1
20180;3;10;4;7;1;7;3;8;2;2;1
20181;4;11;2;9;1;7;3;8;3;11;1
20182;2;13;2;9;4;10;2;4;2;1;0
20183;2;9;4;13;2;6;2;11;3;2;0
20184;2;8;2;11;3;11;4;7;4;1;1
20185;3;9;1;3;3;12;1;9;1;13;1
20186;2;2;3;5;2;4;2;10;3;10;1
20187;2;2;4;13;1;4;1;11;2;8;0
20188;3;1;2;5;4;4;4;6;1;1;1
20189;1;10;3;9;1;2;4;6;1;9;1
20190;2;10;1;3;1;8;4;3;3;5;1
20191;1;13;4;7;3;7;1;7;3;9;3
20192;2;7;3;13;2;13;1;1;3;9;1
20193;1;1;3;3;2;8;2;12;4;10;0
20194;2;12;4;7;2;10;1;13;4;6;0
20195;2;11;3;1;1;12;1;11;3;6;1
20196;2;7;4;2;3;3;2;11;4;1;0
20197;1;9;2;2;3;2;2;1;4;8;1
20198;4;13;1;13;3;8;1;2;2;5;1
20199;3;11;3;13;4;4;2;11;1;6;1
20200;3;11;4;4;3;9;2;9;1;12;1
20201;2;5;1;11;4;5;3;13;3;5;3
20202;4;9;2;13;2;4;1;5;2;9;1
20203;1;6;2;4;4;3;2;9;1;4;1
20204;4;12;3;3;3;5;4;8;4;9;0
20205;3;9;2;6;1;12;1;6;2;10;1
20206;1;1;1;10;4;1;4;7;3;8;1
20207;1;4;1;12;4;8;1;9;2;3;0
20208;1;11;2;4;4;10;2;13;1;3;0
20209;2;9;2;6;1;5;4;4;3;13;0
20210;4;7;2;13;3;5;1;7;3;7;3
20211;4;2;1;5;1;6;2;11;2;4;0
20212;4;6;4;3;2;8;4;11;3;6;1
20213;1;10;2;7;4;8;1;11;3;8;1
20214;4;4;3;9;2;1;1;13;4;2;0
20215;2;3;2;9;2;11;3;8;1;6;0
20216;2;5;1;5;4;6;2;13;1;11;1
20217;3;2;3;4;3;7;1;7;3;12;1
20218;3;9;4;3;3;4;2;6;3;12;0
20219;3;1;2;13;3;12;1;8;1;11;0
20220;3;3;3;11;1;4;3;12;2;10;0
20221;2;2;1;10;4;10;4;1;1;12;1
20222;1;8;3;6;4;13;3;12;4;3;0
20223;4;9;2;12;1;4;3;12;4;4;2
20224;1;1;4;2;2;12;4;1;2;13;1
20225;4;11;4;2;3;3;2;8;2;5;0
20226;3;7;2;10;1;11;3;8;3;5;0
20227;3;4;1;13;1;7;2;1;2;12;0
20228;1;3;2;3;3;9;3;2;4;9;2
20229;3;1;2;11;4;3;3;5;2;13;0
20230;1;8;2;13;4;2;3;1;3;2;1
20231;2;7;1;10;3;12;2;3;3;1;0
20232;3;5;4;9;3;9;1;11;3;6;1
20233;2;3;4;4;1;8;1;10;2;11;0
20234;1;12;1;9;3;11;3;4;3;9;1
20235;3;7;2;2;1;10;4;6;2;5;0
20236;1;12;4;12;3;9;2;5;2;12;3
20237;4;11;4;2;4;12;4;9;1;13;0
20238;3;5;2;3;1;8;1;3;2;11;1
20239;2;2;3;13;1;5;4;13;1;3;1
20240;4;4;3;12;4;1;2;11;3;8;0
20241;2;6;2;13;1;12;2;2;2;9;0
20242;2;2;4;5;3;6;4;13;4;9;0
20243;4;1;1;8;1;10;3;3;1;4;0
20244;2;13;3;8;4;8;3;9;2;4;1
20245;2;7;2;5;3;4;1;3;4;2;0
20246;1;7;2;12;4;2;3;1;4;3;0
20247;4;12;3;1;2;6;1;10;2;7;0
20248;1;9;3;10;2;5;4;5;3;2;1
20249;3;2;2;3;4;5;4;12;1;1;0
20250;2;2;2;5;1;5;2;3;1;9;1
20251;4;9;2;8;2;10;1;9;1;5;1
20252;3;6;2;10;4;13;2;1;3;10;1
20253;1;5;2;9;2;8;2;1;4;2;0
20254;3;9;3;10;1;9;2;13;4;7;1
20255;4;10;2;3;4;9;4;13;1;10;1
20256;1;3;2;5;4;5;3;4;3;2;1
20257;1;1;1;10;1;4;3;9;3;6;0
20258;4;9;1;9;4;11;3;10;1;10;2
20259;1;1;1;10;4;1;1;7;3;6;1
20260;2;11;1;4;3;2;3;1;3;9;0
20261;2;1;1;3;4;13;3;12;4;11;0
20262;4;11;2;1;3;5;4;4;2;3;0
20263;3;12;1;11;1;3;2;11;3;13;1
20264;2;4;1;10;4;5;1;7;1;13;0
20265;2;13;1;2;4;6;4;12;3;8;0
20266;3;6;3;11;1;12;1;11;1;10;1
20267;4;3;4;5;1;11;2;3;4;10;1
20268;1;9;4;3;4;10;1;2;3;13;0
20269;1;7;1;2;4;12;4;9;1;4;0
20270;2;1;1;12;4;4;2;12;3;2;1
20271;3;2;1;1;1;11;3;12;3;8;0
20272;4;3;4;9;4;10;4;4;1;10;1
20273;3;2;4;9;1;10;1;7;3;1;0
20274;2;3;4;8;3;1;4;13;2;11;0
20275;1;9;4;6;3;13;3;10;3;2;0
20276;1;7;1;5;4;3;3;3;2;13;1
20277;3;1;4;4;1;4;2;12;3;6;1
20278;1;6;4;7;2;8;2;13;2;7;1
20279;2;9;3;3;4;4;3;7;4;13;0
20280;4;11;2;2;1;5;1;9;1;12;0
20281;3;4;4;5;4;13;1;5;1;10;1
20282;2;1;4;10;3;11;3;5;4;5;1
20283;1;13;3;13;2;10;4;6;3;5;1
20284;2;4;4;6;4;9;3;11;3;1;0
20285;2;1;3;2;4;10;4;11;1;10;1
20286;1;8;1;6;3;11;3;1;4;10;0
20287;1;8;1;11;4;7;1;9;3;1;0
20288;4;3;3;10;4;8;3;9;1;9;1
20289;2;10;1;7;3;8;4;13;1;6;0
20290;1;3;1;7;3;13;3;5;3;8;0
20291;4;12;1;4;1;3;2;1;1;6;0
20292;3;8;2;1;4;12;1;9;4;2;0
20293;1;4;2;6;2;11;4;11;3;11;3
20294;2;3;2;4;2;5;3;7;1;7;1
20295;3;6;2;12;4;8;1;3;3;7;0
20296;3;13;2;10;1;5;4;4;3;1;0
20297;4;1;3;2;1;6;4;5;3;3;0
20298;3;7;3;10;2;7;4;12;2;12;2
20299;2;10;3;13;4;2;1;10;4;3;1
20300;2;13;2;1;4;8;3;12;4;12;1
20301;1;2;3;13;3;4;1;10;3;8;0
20302;4;6;4;3;2;11;1;8;4;12;0
20303;4;12;4;8;4;2;3;5;1;12;1
20304;3;11;2;6;1;7;3;12;2;12;1
20305;3;11;4;2;4;4;1;3;2;5;0
20306;3;6;1;5;2;7;1;10;2;9;0
20307;3;11;1;11;1;3;4;2;3;7;1
20308;2;3;3;13;3;2;2;10;3;11;0
20309;4;10;4;8;1;6;3;12;3;1;0
20310;4;1;1;9;3;5;1;1;2;11;1
20311;2;4;3;13;1;12;3;12;4;6;1
20312;2;2;2;9;4;11;2;10;3;11;1
20313;2;11;4;13;4;5;2;8;3;6;0
20314;3;4;1;3;2;11;3;12;4;7;0
20315;2;8;4;13;2;4;3;1;4;6;0
20316;2;6;1;7;3;3;2;4;2;11;0
20317;4;9;3;4;4;2;2;12;4;1;0
20318;1;2;4;2;4;13;2;11;4;8;1
20319;4;12;1;2;2;12;3;11;2;10;1
20320;1;5;3;7;4;2;1;10;3;13;0
20321;2;9;2;11;1;12;4;11;4;5;1
20322;3;2;4;13;3;8;1;12;2;4;0
20323;4;1;1;12;2;8;4;2;3;6;0
20324;3;9;4;9;1;7;2;13;4;2;1
20325;4;11;2;11;1;6;3;3;1;5;1
20326;2;3;2;8;3;11;4;6;2;1;0
20327;3;2;4;5;1;9;3;5;1;8;1
20328;1;10;4;6;1;5;2;13;4;13;1
20329;4;7;2;2;2;1;4;11;3;11;1
20330;3;5;2;7;3;8;3;10;2;1;0
20331;3;3;2;3;1;12;4;5;2;8;1
20332;4;8;3;3;2;4;1;13;3;13;1
20333;4;12;2;1;4;4;4;7;3;9;0
20334;2;10;1;2;2;6;3;8;3;6;1
20335;2;8;2;5;3;1;2;9;1;12;0
20336;3;8;4;12;4;4;4;6;2;6;1
20337;2;10;3;1;1;5;1;13;3;3;0
20338;3;3;2;11;2;3;2;12;1;7;1
20339;2;3;4;3;3;5;1;12;4;9;1
20340;3;7;1;5;4;8;2;8;1;9;1
20341;2;7;3;10;1;1;1;10;4;9;1
20342;2;7;3;13;2;9;1;13;3;7;2
20343;4;12;2;6;1;1;3;4;4;13;0
20344;2;1;4;11;2;9;1;9;3;1;2
20345;4;8;4;5;2;6;2;10;1;10;1
20346;4;8;4;1;2;2;4;6;3;6;1
20347;2;9;2;1;1;11;2;4;4;2;0
20348;2;13;2;6;4;1;2;12;2;2;0
20349;2;13;2;6;4;4;3;6;3;9;1
20350;1;4;4;2;1;7;3;6;3;2;1
20351;3;2;3;13;2;1;2;7;1;3;0
20352;2;3;1;12;2;5;3;5;3;10;1
20353;4;12;1;9;4;9;2;12;1;6;2
20354;3;9;1;11;4;4;3;2;4;2;1
20355;4;5;2;11;3;3;3;11;3;5;2
20356;3;6;4;13;2;6;3;4;3;2;1
20357;2;10;1;13;3;10;4;5;2;11;1
20358;2;7;3;3;1;1;4;11;4;1;1
20359;3;7;1;2;3;13;4;1;2;9;0
20360;3;3;1;2;2;4;1;4;1;12;1
20361;2;13;3;4;4;6;1;3;1;11;0
20362;3;6;3;13;2;12;1;3;3;8;0
20363;1;13;2;8;2;4;1;10;4;9;0
20364;1;6;3;11;2;4;3;9;1;13;0
20365;3;7;4;6;2;8;1;13;4;7;1
20366;2;6;1;3;2;3;4;1;1;1;2
20367;1;12;2;1;3;10;4;10;1;9;1
20368;2;3;1;6;2;5;4;1;4;5;1
20369;2;1;4;1;1;11;2;10;1;1;3
20370;2;5;3;11;2;9;3;12;2;12;1
20371;4;12;3;11;2;5;2;12;3;3;1
20372;3;10;3;2;4;6;3;5;2;13;0
20373;1;2;4;5;3;12;1;7;4;11;0
20374;3;2;1;10;2;7;4;6;2;4;0
20375;2;8;4;2;2;12;2;11;3;9;0
20376;3;3;1;10;4;7;3;9;1;8;0
20377;3;1;4;5;3;6;1;8;1;9;0
20378;4;2;4;4;1;12;2;3;4;5;0
20379;3;3;1;9;2;12;1;7;4;4;0
20380;2;9;3;6;4;3;4;6;3;2;1
20381;4;9;2;10;2;12;4;12;4;10;2
20382;1;13;2;5;3;7;2;13;2;2;1
20383;3;5;2;1;3;8;1;11;2;9;0
20384;2;5;1;1;1;10;1;11;2;7;0
20385;1;6;3;9;1;1;1;7;3;8;0
20386;3;2;4;1;2;5;2;3;4;9;0
20387;4;6;1;8;3;10;3;13;1;3;0
20388;3;7;2;6;2;5;3;11;3;3;0
20389;2;5;2;6;2;9;1;9;4;9;3
20390;1;13;4;7;1;5;3;12;2;9;0
20391;3;11;4;9;2;3;2;13;3;13;1
20392;1;13;4;12;4;10;1;6;3;9;0
20393;1;11;4;5;2;13;2;10;3;1;0
20394;3;5;2;2;2;12;4;1;4;6;0
20395;4;5;2;4;1;9;1;6;1;11;0
20396;4;7;3;9;1;12;1;6;1;11;0
20397;1;4;2;12;3;9;3;1;3;12;1
20398;2;3;1;9;3;5;4;4;3;6;0
20399;3;4;3;5;3;12;2;6;3;13;0
20400;4;2;2;12;3;6;2;13;4;1;0
20401;3;6;3;3;2;13;4;9;2;1;0
20402;4;10;1;9;4;7;3;6;2;6;1
20403;4;11;3;4;3;10;3;6;2;8;0
20404;1;7;2;11;4;1;2;8;1;5;0
20405;2;10;4;10;4;7;4;8;4;1;1
20406;1;3;1;11;3;5;4;4;3;13;0
20407;1;10;2;3;4;4;1;5;1;9;0
20408;2;3;4;7;2;9;4;2;2;1;0
20409;4;5;3;4;4;3;1;4;1;9;1
20410;2;12;3;7;2;4;1;6;2;9;0
20411;1;8;4;4;4;13;3;10;1;6;0
20412;4;10;3;12;1;9;1;8;1;13;0
20413;2;12;1;10;4;12;2;7;3;8;1
20414;4;6;4;3;3;3;1;5;2;9;1
20415;3;4;3;6;4;7;3;3;4;3;1
20416;3;9;4;10;4;3;4;9;1;10;2
20417;3;11;2;13;4;5;4;4;3;2;0
20418;4;12;2;5;3;1;1;12;4;5;2
20419;3;4;1;9;2;8;2;10;3;12;0
20420;4;6;4;1;1;1;1;13;4;2;1
20421;4;10;1;11;2;1;4;12;3;5;0
20422;4;6;3;11;2;1;2;8;4;3;0
20423;1;12;2;6;3;7;1;8;3;2;0
20424;1;11;1;6;1;3;4;7;1;1;0
20425;2;11;4;13;1;2;4;6;2;8;0
20426;1;11;2;2;1;8;2;7;3;3;0
20427;4;1;1;2;2;6;1;9;3;10;0
20428;1;2;2;6;3;11;4;11;4;7;1
20429;4;5;4;4;3;2;4;10;3;6;0
20430;1;8;4;6;1;3;3;2;3;3;1
20431;1;8;2;6;4;8;1;13;4;1;1
20432;4;5;1;13;3;5;4;4;1;7;1
20433;4;4;1;7;2;12;2;13;1;9;0
20434;1;4;4;8;4;11;4;6;1;9;0
20435;3;5;3;2;2;9;3;6;1;5;1
20436;3;8;4;12;1;9;2;2;3;3;0
20437;3;5;2;2;4;3;4;12;2;12;1
20438;1;3;3;10;3;7;3;2;4;8;0
20439;3;8;2;3;1;7;2;6;1;2;0
20440;2;1;1;6;4;10;1;4;2;12;0
20441;2;4;1;4;2;8;2;2;2;1;1
20442;1;3;1;12;3;10;2;2;3;6;0
20443;4;1;4;7;1;1;3;1;3;2;3
20444;4;5;3;4;3;8;2;4;4;3;1
20445;4;6;3;12;1;7;3;4;3;3;0
20446;2;11;4;3;3;6;4;6;1;3;2
20447;3;4;3;13;1;10;1;3;3;9;0
20448;1;11;2;6;2;12;2;9;4;3;0
20449;3;1;3;7;4;13;1;13;2;7;2
20450;3;7;2;3;2;11;4;10;1;3;1
20451;4;11;4;9;3;6;1;2;4;5;0
20452;3;1;4;9;3;4;4;2;3;13;0
20453;4;10;1;2;4;4;3;5;2;11;0
20454;3;1;3;2;2;8;3;6;2;3;0
20455;2;3;1;12;1;8;1;13;2;7;0
20456;4;9;1;12;2;7;1;10;4;5;0
20457;3;9;1;3;2;10;3;11;1;13;0
20458;4;8;3;4;1;7;1;13;3;2;0
20459;3;8;4;10;4;3;3;11;3;2;0
20460;2;6;3;1;3;9;3;10;1;3;0
20461;4;3;2;13;3;13;4;5;4;13;3
20462;1;9;3;13;1;7;4;11;3;12;0
20463;2;9;3;5;2;5;1;12;2;1;1
20464;3;11;4;10;4;4;1;10;4;13;1
20465;1;6;1;1;3;12;2;12;4;8;1
20466;2;2;3;3;4;3;1;3;2;8;3
20467;2;9;2;3;3;12;1;3;3;13;1
20468;4;9;2;3;4;11;4;5;1;12;0
20469;4;7;1;2;2;5;3;13;4;12;0
20470;4;10;3;7;3;9;4;7;2;13;1
20471;3;12;1;11;2;11;2;8;4;10;1
20472;3;9;2;7;1;7;4;1;2;2;1
20473;2;1;3;2;4;5;2;6;4;10;0
20474;2;6;2;4;2;8;3;12;4;10;0
20475;1;3;3;4;1;12;4;3;3;2;1
20476;4;12;4;7;2;2;2;9;2;4;0
20477;1;10;1;2;2;9;2;12;3;8;0
20478;4;9;4;12;4;6;2;13;4;11;0
20479;2;2;3;13;4;1;3;1;3;3;1
20480;2;13;4;13;1;4;4;5;3;4;2
20481;2;1;1;9;1;11;2;13;1;6;0
20482;4;9;3;9;2;9;4;6;1;11;3
20483;1;5;2;10;4;3;3;8;3;4;0
20484;4;3;2;6;3;3;1;5;3;2;1
20485;2;7;4;4;2;10;3;4;2;12;1
20486;3;13;4;8;4;11;2;3;1;8;1
20487;3;12;2;12;2;8;3;5;4;11;1
20488;2;7;3;6;2;13;3;8;4;4;0
20489;1;6;2;11;4;4;3;13;3;7;0
20490;4;9;3;13;1;2;4;5;1;5;1
20491;1;13;4;13;4;9;4;8;3;6;1
20492;3;12;4;4;2;1;4;7;1;2;0
20493;2;3;4;2;3;4;3;1;1;3;1
20494;4;3;3;5;3;11;3;7;4;11;1
20495;2;8;2;3;1;10;2;11;2;10;1
20496;1;6;2;13;3;13;3;8;2;4;1
20497;3;7;1;2;1;3;4;1;1;7;1
20498;4;6;2;11;3;10;3;3;4;11;1
20499;1;6;1;4;1;10;3;1;1;8;0
20500;3;12;2;9;1;13;1;2;4;11;0
20501;1;4;1;1;1;10;3;11;1;8;0
20502;2;8;2;3;2;7;1;3;1;11;1
20503;1;2;2;13;3;12;4;1;3;10;0
20504;2;2;3;10;2;11;3;9;2;13;0
20505;4;10;2;10;4;8;2;9;1;2;1
20506;1;2;2;4;3;5;1;13;1;11;0
20507;4;6;3;3;3;8;3;5;1;11;0
20508;1;12;2;3;2;12;3;10;2;8;1
20509;4;11;4;1;4;9;3;11;2;8;1
20510;2;6;1;9;1;4;2;8;4;4;1
20511;1;8;3;9;3;3;1;10;1;12;0
20512;3;3;1;1;2;13;1;9;1;10;0
20513;3;2;3;7;2;3;1;6;1;2;1
20514;1;1;1;5;4;1;3;1;2;7;3
20515;1;13;1;6;3;11;1;8;3;1;0
20516;4;13;3;5;3;12;1;2;3;10;0
20517;4;3;2;5;4;11;2;2;2;7;0
20518;2;7;3;7;4;3;1;3;1;11;2
20519;4;9;1;3;4;3;2;4;2;3;3
20520;1;8;4;5;4;1;2;5;3;5;3
20521;4;13;4;2;2;12;2;9;3;10;0
20522;2;2;4;13;3;1;2;8;3;4;0
20523;2;12;3;12;2;13;3;13;2;3;2
20524;1;1;4;6;1;4;2;10;3;9;0
20525;1;2;4;2;4;11;2;7;4;12;1
20526;4;4;2;5;1;12;2;13;3;11;0
20527;4;4;3;7;2;6;1;4;2;13;1
20528;2;7;2;2;2;13;4;8;1;12;0
20529;2;11;2;2;2;7;3;13;4;8;0
20530;4;9;3;5;4;10;4;3;4;11;0
20531;3;1;3;6;3;13;1;7;4;5;0
20532;4;3;2;4;3;1;3;11;1;2;0
20533;2;7;4;9;2;12;2;2;3;9;1
20534;2;9;1;1;4;10;3;12;1;13;0
20535;4;4;3;3;3;12;1;8;2;3;1
20536;2;8;2;2;1;8;2;6;4;1;1
20537;2;13;3;8;2;11;1;9;4;6;0
20538;2;12;1;10;2;11;3;5;3;2;0
20539;1;11;1;9;4;3;4;1;2;8;0
20540;2;13;2;3;3;13;2;9;1;6;1
20541;1;6;2;11;3;3;2;10;3;10;1
20542;1;10;2;11;2;7;4;12;4;11;1
20543;1;10;3;8;3;1;2;11;3;4;0
20544;4;10;4;12;1;12;4;6;1;5;1
20545;4;4;3;11;2;6;2;4;4;11;2
20546;4;10;4;3;3;9;1;7;3;13;0
20547;4;4;4;13;2;13;1;8;4;9;1
20548;2;5;1;2;1;10;3;9;2;8;0
20549;1;4;1;10;4;13;2;6;4;8;0
20550;3;2;3;7;2;9;3;6;1;10;0
20551;4;11;4;10;3;4;4;3;2;6;0
20552;2;1;4;11;2;6;1;10;4;9;0
20553;2;9;1;3;4;8;3;11;4;9;1
20554;4;2;1;7;2;2;1;6;3;12;1
20555;2;8;1;5;3;9;4;5;4;1;1
20556;1;8;1;9;4;1;2;1;2;5;1
20557;1;7;2;7;3;3;4;4;4;3;2
20558;2;4;1;6;3;11;4;3;2;1;0
20559;1;4;3;11;4;2;4;5;1;2;1
20560;2;5;1;6;1;1;2;8;4;4;0
20561;3;1;1;8;4;7;2;5;3;9;0
20562;2;4;3;8;4;6;1;5;4;4;1
20563;3;5;1;10;4;8;1;3;4;11;0
20564;4;11;4;3;2;9;4;13;2;6;0
20565;2;7;1;9;1;12;1;5;2;4;0
20566;1;12;2;1;1;4;4;9;4;1;1
20567;4;13;4;11;1;13;3;7;4;6;1
20568;4;7;4;12;2;1;4;9;3;12;1
20569;4;12;1;9;3;3;4;1;1;5;0
20570;4;7;3;7;1;12;2;5;1;11;1
20571;1;11;1;9;3;4;4;7;2;12;0
20572;3;10;2;8;1;3;2;1;1;7;0
